"margin","BO_Diff","CCL_Diff","CG_Diff","CL_Diff","CM_Diff","CP_Diff","D_Diff","DE_Diff","FA_Diff","FF_Diff","GA_Diff","HB_Diff","I50_Diff","ITC_Diff","K_Diff","M_Diff","MG_Diff","OP_Diff","R50_Diff","SCL_Diff","SI_Diff","TO_Diff","UP_Diff","T5_Diff"
2,3,-7,12,-5,-8,-6,25,1.8,5,-5,-1,11,-12,4,14,3,-320,26,11,2,28,-3,35,-7
55,-4,1,11,9,0,19,78,1.3,12,-12,6,26,3,-1,52,33,443,2,1,8,42,1,58,2
12,-3,-1,2,2,-3,11,31,1.60000000000001,2,-2,2,22,13,11,9,-1,249,-2,-10,3,53,-11,26,4
63,-2,4,3,7,13,24,31,1.30000000000001,-3,3,5,10,7,3,21,10,942,3,2,3,67,-2,5,3
16,-4,-2,-5,7,1,17,-4,-0.900000000000006,-9,9,-1,0,1,-4,-4,-4,42,-12,0,9,-18,4,-24,-6
33,-4,2,4,15,-1,37,5,-7,-2,2,6,15,-4,-2,-10,-15,726,11,14,13,48,1,-36,-11
44,21,-4,9,8,10,22,115,6.8,3,-3,7,48,19,-2,67,44,950,1,-8,12,75,1,101,5
35,-6,-3,-27,-4,6,-11,-10,3.2,-4,4,6,-47,1,6,37,23,500,-1,7,-1,0,-4,-9,0
6,9,-2,10,-3,-2,-9,16,6.2,11,-11,-2,-10,1,6,26,15,156,-29,2,-1,1,-5,19,-2
54,1,2,9,-6,4,12,-24,-1,11,-11,5,-28,10,12,4,-4,621,9,-2,-8,57,-10,-25,-2
24,-5,1,1,-1,6,2,-35,0,-1,1,1,-33,13,4,-2,-2,72,10,-9,-2,3,-4,-37,3
5,-2,4,7,-2,1,5,16,1.09999999999999,-1,1,0,13,11,5,3,-16,-4,-23,-10,-6,2,-4,1,3
72,-1,-4,4,-1,-5,-3,23,3,10,-10,10,13,23,4,10,7,675,31,-17,3,51,-3,37,2
22,3,3,-2,22,4,31,4,0.399999999999991,-2,2,4,-2,-7,0,6,-15,398,-2,13,19,31,1,-20,-7
35,1,-2,-13,-6,8,0,62,4.9,-6,6,6,14,8,3,48,46,505,-12,-2,-4,31,-3,53,0
13,1,8,29,20,-1,-1,-26,3.3,7,-7,6,17,-1,-20,-43,-14,-234,7,3,12,3,21,-22,-12
44,1,-1,-12,-7,8,11,6,0.5,-4,4,5,-25,9,19,31,21,941,5,3,-6,62,-19,-1,1
59,5,9,-6,4,8,24,53,2.30000000000001,-4,4,8,7,18,6,46,23,551,12,-15,-5,46,-6,33,11
3,0,-10,-1,-14,-2,17,-32,-3.2,-2,2,-2,8,-13,12,-40,-44,-259,-12,10,-4,11,-12,-45,-10
35,11,4,-8,6,1,9,2,-4.09999999999999,-7,7,6,25,-1,-4,-23,-8,365,3,7,2,8,2,-8,9
105,-4,5,-17,20,3,36,95,12,-1,1,17,34,22,12,61,25,1764,-18,-5,15,112,-8,68,2
74,8,-7,-2,-4,6,18,46,3.3,-1,1,13,36,20,10,10,-2,1039,2,-12,3,79,-10,23,2
4,2,3,0,3,7,23,-27,-4.40000000000001,-1,1,1,-22,15,6,-5,-26,148,-17,-15,0,2,-5,-36,0
7,12,6,7,12,-10,6,101,-0.900000000000006,7,-7,3,80,5,3,21,-1,212,23,-5,6,25,-2,88,-4
9,-5,-1,-12,0,0,-8,13,0.200000000000003,-1,2,5,-18,-17,-3,31,38,-85,-6,17,1,-3,2,19,-4
20,3,0,2,7,-2,10,35,-0.0999999999999943,-8,8,5,33,6,1,2,-4,251,-5,1,7,15,-4,22,4
4,-2,-8,-24,-3,2,0,27,2.60000000000001,-7,7,1,-4,11,9,31,28,584,-13,-13,5,24,-8,12,0
4,5,-2,6,0,4,-21,-28,2.19999999999999,-1,1,2,-16,-7,-7,-12,2,-260,17,9,2,11,6,-12,8
17,5,12,2,25,1,-13,21,7,0,0,5,9,9,-14,12,19,356,-4,-7,13,12,15,38,10
17,-11,2,9,14,1,22,26,4.09999999999999,4,-4,3,26,8,-5,0,-2,452,14,-4,12,20,5,15,3
104,6,-7,-15,-7,-1,-17,62,9.89999999999999,-3,3,13,27,-7,4,35,46,1710,-13,24,0,89,-5,74,-2
9,1,-2,3,9,1,8,-10,0.600000000000001,13,-13,4,-8,-3,0,-2,-9,-516,12,-1,11,-13,-1,-21,-3
26,5,-1,0,5,1,9,-34,-0.299999999999997,-2,2,-1,-30,7,11,-4,-9,238,-9,-5,6,8,-10,-39,-7
23,-4,-4,2,-9,-1,6,42,-2.09999999999999,-4,4,0,28,11,9,14,-6,311,-13,-6,-5,59,-11,31,2
22,0,-4,-5,-7,0,-8,30,4.5,-5,5,2,-6,-4,4,36,33,490,-17,5,-3,14,-4,34,6
9,-4,-1,11,-4,-5,6,-31,-6.09999999999999,2,-2,5,-22,-3,0,-9,-30,-181,-2,2,-3,-2,0,-40,-2
49,5,-2,0,7,-1,39,77,-3.5,-10,10,4,30,25,15,47,10,914,23,-18,9,66,-14,38,10
33,-3,1,7,8,7,15,5,0.100000000000009,2,-2,6,23,-4,0,-18,-18,143,-3,11,7,0,-1,-18,3
39,0,4,-13,8,9,6,64,7,-3,3,7,11,10,-6,53,49,539,-7,-4,4,13,6,61,-10
33,3,-6,2,-4,-1,0,-45,1.39999999999999,1,-1,3,-25,11,2,-20,-29,661,2,-7,2,21,-2,-52,1
7,-3,-1,0,5,2,8,-6,0.899999999999991,-3,3,2,-1,9,-6,-5,-7,19,10,-11,6,-6,5,-8,0
26,1,-6,-4,-3,4,1,93,3.39999999999999,8,-8,2,72,14,9,21,26,105,8,-11,3,50,-8,93,-4
32,3,-2,12,-9,1,-18,-72,-0.300000000000011,9,-9,4,-68,-3,9,-4,-10,376,20,8,-7,-7,-10,-63,12
44,2,2,-8,2,7,23,164,11.3,-17,16,7,57,18,9,107,96,637,-4,-11,0,73,-9,154,7
26,-1,0,-28,-3,0,-3,-4,-2.89999999999999,-11,11,-1,-16,-2,4,12,3,349,-3,8,-3,6,-4,-6,-4
11,4,3,3,-2,-8,-13,-13,6.3,4,-4,0,1,-4,5,-14,-23,337,-11,3,-5,13,-3,0,-8
20,1,10,4,1,2,-3,24,5.59999999999999,-6,6,1,-19,23,0,43,34,567,13,-19,-9,32,0,30,5
19,-4,8,-9,12,-6,5,92,5.40000000000001,-9,9,0,71,17,-1,21,26,691,18,-15,4,17,1,91,2
24,-3,2,2,-6,5,33,-20,-0.799999999999997,0,0,2,-38,-4,6,18,18,395,-15,10,-8,12,-6,-33,-8
18,16,2,-3,0,-1,3,17,-0.699999999999989,-5,5,3,-2,-10,6,19,23,355,8,12,-2,17,-6,22,-4
19,4,-5,14,-7,3,4,107,9.40000000000001,4,-4,4,71,0,3,36,38,486,-9,4,-2,26,-3,100,4
22,-6,3,0,0,-4,-8,-52,5.89999999999999,8,-8,5,-53,8,-2,1,-18,41,-2,-4,-3,-14,2,-40,-2
5,-7,-6,8,-14,8,-2,-24,-0.599999999999994,15,-15,2,-10,-18,12,-14,-9,-405,-16,18,-8,2,-12,-16,-3
22,-3,-2,14,7,-9,20,-26,-0.400000000000006,-1,1,6,-14,6,5,-12,-22,-77,-13,-6,9,-4,-5,-41,3
4,9,6,7,1,2,12,80,-0.200000000000003,4,-4,0,38,6,1,42,33,233,-9,-4,-5,30,-2,67,1
7,3,0,5,-1,2,-13,-63,-3.40000000000001,-1,1,-1,-32,-2,3,-31,-21,-10,-18,3,-1,19,-1,-54,-1
62,6,3,-1,3,3,16,55,4,0,0,9,45,20,0,10,-9,703,2,-9,0,79,2,47,-3
58,5,2,10,9,1,5,29,1.8,4,-4,7,-5,7,-3,34,26,1318,-8,9,7,30,3,14,0
42,5,6,-7,17,7,21,29,1.8,9,-9,0,23,33,17,6,-7,384,-1,-30,11,29,-16,12,12
24,-9,6,9,2,4,5,5,0.5,1,-1,6,-14,4,-6,19,7,320,-7,-2,-4,12,6,-10,-2
40,4,0,-5,3,-4,7,6,1.3,-7,7,6,0,-8,-2,6,-14,359,-2,14,3,-8,2,-2,-4
44,-9,5,4,16,2,-2,41,8.8,10,-10,5,-3,-5,-2,44,30,442,-1,11,11,-6,2,43,-1
23,-1,2,-5,-1,-1,6,31,-2.3,3,-3,6,8,7,-4,23,10,391,16,-1,-3,14,4,17,2
4,3,-3,-7,-11,0,4,24,1.90000000000001,-3,3,0,1,8,9,23,8,195,-8,-8,-8,19,-9,23,2
49,4,-6,5,11,5,1,18,4.2,-2,1,4,-22,6,-2,40,5,718,3,1,17,46,1,1,-7
29,-10,5,6,12,6,21,47,-0.400000000000006,1,-1,0,2,7,0,45,17,239,-5,-3,7,11,0,20,-1
41,5,-3,1,-3,3,34,62,6.2,10,-10,4,-2,11,18,64,31,743,-2,-6,0,55,-18,41,11
58,-2,-5,-4,-1,-1,35,128,13.3,-1,1,8,103,21,4,25,13,1228,-7,-10,4,53,-4,111,6
19,2,-2,-12,-1,-5,8,22,-0.700000000000003,-16,16,-3,-8,26,-2,30,4,688,3,-23,1,13,2,10,2
1,2,1,0,14,-10,15,50,3.3,0,0,-2,56,24,-6,-6,-11,61,32,-27,13,23,6,50,20
18,-8,0,-8,5,-3,1,-29,3.69999999999999,-5,5,2,-29,3,0,0,-3,72,7,3,5,0,0,-23,0
20,-3,-7,2,-17,1,1,8,0.399999999999999,2,-2,2,20,-7,5,-12,-12,163,-13,10,-10,12,-5,-3,1
24,-3,6,5,10,-3,7,5,-1.8,8,-8,6,-21,0,-1,26,21,-9,12,6,4,5,0,3,-6
25,7,-1,-10,-9,-3,-17,57,3.69999999999999,1,-1,4,0,-4,2,57,57,346,7,11,-8,27,-2,69,13
5,-5,5,-12,6,4,-15,-70,-3.2,-7,7,-1,-67,-10,-6,-3,-3,-175,15,10,1,2,7,-84,-2
7,-2,2,1,11,-6,16,56,6.39999999999999,-2,2,-1,28,16,8,28,3,-65,-10,-18,9,23,-7,57,5
25,-2,5,15,-2,-1,-4,6,7.3,8,-8,3,21,6,-7,-15,-6,482,2,-1,-7,-10,7,14,-4
12,3,-5,5,1,4,2,-60,-6.6,-4,4,3,-54,-12,-7,-6,-7,-39,22,16,6,-17,8,-71,-4
27,1,-1,1,-15,2,18,42,0.299999999999997,6,-6,5,33,13,12,9,17,461,10,-8,-14,61,-13,33,2
26,-1,-3,4,3,-3,24,76,5.2,-3,3,3,39,3,3,37,22,177,1,2,6,34,-3,72,1
4,5,1,-13,1,-2,17,4,-1.89999999999999,1,-1,1,22,11,5,-18,-24,136,-7,-10,0,18,-5,2,-6
2,3,-3,-10,2,-8,-15,-19,0.400000000000006,-2,2,-2,-18,-17,-4,-1,-4,244,-1,21,5,-22,4,-10,-7
70,1,-3,3,-1,4,7,85,6.3,-1,1,5,41,8,-3,44,40,899,19,4,2,34,3,84,9
67,3,0,4,6,4,33,93,5.59999999999999,-7,7,8,27,-3,-2,66,32,820,7,16,6,48,5,58,-6
27,-6,6,-8,10,-1,18,12,1,-7,7,6,5,27,5,7,-19,489,-3,-23,4,28,-5,-4,3
4,6,2,16,-5,-2,-5,0,0.399999999999991,8,-8,7,1,9,5,-1,3,266,2,-7,-7,24,-6,5,-6
3,6,-5,6,6,-2,3,72,3.8,3,-3,4,38,4,-1,34,19,186,4,-4,11,31,1,70,3
23,2,4,-16,15,4,4,63,6.7,-3,3,5,19,-5,-10,44,31,257,11,10,11,11,9,63,4
56,-8,6,5,4,6,27,34,1.5,4,-4,3,-28,22,1,62,37,710,-5,-17,-2,35,-1,13,15
9,6,-1,11,9,8,-4,-52,-1.10000000000001,2,-2,0,-29,-15,-11,-23,-11,-205,-3,15,10,-43,11,-45,-10
6,3,7,2,22,0,-7,5,0.599999999999994,2,-2,3,3,0,-13,2,-3,-21,11,3,15,-37,13,12,-2
44,-2,7,5,5,3,10,27,8,16,-16,4,37,28,3,-10,-3,969,-10,-21,-2,70,-5,34,2
25,0,1,16,7,3,-21,-26,0,8,-8,4,-33,-20,1,7,3,169,13,24,6,-6,0,-42,-1
33,-1,5,10,-12,3,9,7,-3,2,-2,1,56,0,5,-49,-46,552,3,7,-17,21,-6,-9,-2
4,-1,2,-4,8,-2,6,3,-4.1,-6,6,1,-28,5,1,31,31,178,-14,-4,6,21,-1,-16,-2
92,6,4,3,4,-3,16,76,12.7,-2,2,14,60,18,4,16,2,1116,11,-5,0,107,-1,62,3
57,-3,8,-6,18,2,2,111,6.09999999999999,3,-3,10,49,24,-4,62,53,1069,20,-15,10,67,4,104,12
91,1,5,-1,17,6,10,33,7.7,-5,5,10,4,-10,-5,29,24,559,8,24,12,7,5,17,-11
5,-4,0,-6,-5,-1,3,70,9.09999999999999,0,0,2,38,9,5,32,29,433,-8,-8,-5,29,-4,70,12
20,0,-4,5,-12,0,-25,-41,3.39999999999999,-1,1,-2,-54,-10,11,13,1,-47,14,9,-8,-3,-13,-32,-2
1,5,-1,-14,-1,0,32,46,-8.7,-3,3,0,57,9,11,-11,-17,0,-5,-8,0,7,-11,12,9
7,7,3,7,13,-1,19,20,-0.399999999999991,3,-3,-1,-9,6,-3,29,14,-77,-1,-5,10,-2,2,5,3
95,12,0,5,-4,1,16,174,9,7,-7,17,124,25,16,50,35,1283,3,-9,-4,143,-16,157,-6
48,-1,2,-5,5,0,-2,-54,2.6,14,-14,9,-48,1,1,-6,-14,503,0,5,3,9,-1,-40,3
21,10,-8,13,-22,0,11,-19,-0.5,2,-2,3,11,-2,9,-30,-34,73,2,4,-14,-1,-9,-32,2
24,-4,-7,-2,-8,2,3,25,6.40000000000001,8,-8,6,7,5,8,18,12,472,-16,-1,-1,12,-8,31,7
13,8,2,-11,-1,-3,-8,-41,-3.2,-2,2,2,-41,8,0,0,6,338,-24,-5,-3,-39,-1,-40,1
32,4,8,2,0,0,-8,18,3.2,3,-3,6,2,12,-4,16,6,443,7,-7,-8,41,4,14,2
27,0,-7,-3,-9,-8,2,-30,3.10000000000001,6,-6,6,-46,-15,5,16,-5,547,5,22,-2,-28,-5,-41,7
1,5,1,11,-6,6,-1,-46,2.5,4,-4,-2,-45,-8,-4,-1,0,-156,1,10,-7,-11,3,-46,-1
27,0,3,-2,18,5,30,21,2.8,-6,7,4,-2,3,-7,23,25,64,16,2,15,5,9,1,-8
10,4,9,4,-2,8,-6,16,1.3,11,-11,0,31,14,1,-15,-15,486,-4,-10,-11,11,-1,13,7
59,-10,8,-11,9,-3,12,56,5.7,7,-7,9,1,6,8,55,41,592,-10,3,1,47,-10,42,7
33,7,-4,-18,-1,2,-2,14,1.59999999999999,-5,5,4,2,33,11,12,7,912,-10,-28,3,45,-11,18,1
24,7,5,-9,-10,8,-18,2,5.40000000000001,4,-4,2,-4,2,8,6,10,353,-6,2,-15,28,-8,19,1
56,0,-1,1,8,6,13,49,1.89999999999999,6,-6,10,45,23,-3,4,-26,783,-4,-14,9,60,4,29,-6
17,7,-3,-12,-5,-4,9,37,-0.5,5,-5,1,31,1,10,6,-2,276,-10,0,-2,-2,-10,27,8
104,1,-10,-7,-3,6,36,125,5.80000000000001,-5,5,14,68,29,13,57,26,1420,6,-11,7,94,-14,93,5
53,2,1,11,1,3,-15,-5,2.60000000000001,8,-8,6,4,-10,-3,-9,2,526,-5,18,0,0,1,2,-13
66,6,1,24,-3,2,9,91,8.39999999999999,13,-13,10,31,19,3,60,49,968,7,-6,-4,74,-4,87,4
32,7,-2,-2,-14,0,-54,-71,5,14,-14,2,-52,-11,4,-19,-1,494,-10,18,-12,-9,-4,-37,-9
61,-9,0,-20,1,4,21,33,-2.19999999999999,-12,12,5,13,24,8,20,-8,1206,-9,-13,1,35,-8,0,9
72,1,-6,1,-3,8,-2,64,11.7,14,-14,11,36,2,5,28,33,970,2,13,3,49,-6,52,-12
38,-2,0,5,-15,5,14,-30,1,1,-1,7,-12,5,16,-18,-21,546,-30,2,-15,-3,-16,-47,-5
10,4,-7,-7,-1,-4,-21,54,6,0,0,-1,3,-7,8,51,49,158,-2,6,6,-5,-8,76,8
47,21,-4,10,-5,-7,-13,-39,1.8,3,-3,0,6,-10,-10,-45,-37,652,-3,19,-1,-19,10,-48,3
3,2,-3,2,-14,-2,-24,-19,5.2,8,-8,-2,13,-17,6,-32,-13,-360,9,17,-11,-8,-5,3,6
19,-4,0,1,6,0,20,55,2,0,0,-6,33,-5,-4,22,11,-191,-20,2,6,-20,4,29,4
4,-7,2,1,19,-3,16,1,-2.3,7,-7,3,-28,-4,-4,29,9,-301,15,3,17,-6,3,-2,-21
52,-1,10,-5,13,4,30,71,7.09999999999999,-9,7,7,43,20,-2,28,17,367,-20,-12,3,57,2,38,6
3,-7,15,9,21,-5,16,63,3.90000000000001,-3,3,0,5,-4,0,58,27,-217,9,3,6,23,1,44,2
47,0,7,-1,11,-2,13,61,3.5,-3,3,5,16,31,2,45,31,953,6,-25,4,79,-2,54,9
1,-2,0,-4,1,-7,3,28,2.8,-5,5,3,38,-8,-4,-10,-4,-298,0,8,1,-15,4,25,2
20,8,7,-4,8,0,2,62,4.2,-12,12,3,30,5,-9,32,17,598,-4,1,1,27,9,54,2
6,2,0,7,-1,2,2,-14,-3,12,-12,1,11,2,0,-25,-26,61,15,0,-1,-8,0,-16,0
32,-5,-4,-4,5,-6,-13,21,8.59999999999999,4,-4,2,3,-8,-4,18,2,295,4,14,9,-15,3,21,1
11,-6,-1,-5,-6,-1,-10,-8,-2.39999999999999,9,-9,2,-20,2,7,12,12,104,-17,-1,-5,-4,-8,-16,4
2,2,-1,-1,-7,9,-11,-27,-1,-2,2,4,-41,-6,3,14,30,-215,14,8,-6,12,-3,-11,-5
29,0,4,4,10,0,23,14,3.7,2,-2,3,-2,21,-1,16,0,293,24,-16,6,23,1,2,4
28,0,3,-7,4,8,24,18,2.89999999999999,-3,3,-1,20,0,5,-2,-13,93,-2,5,1,6,-5,3,-8
1,-7,2,2,15,0,14,65,2,0,0,-2,18,15,-5,47,31,461,-9,-16,13,16,2,61,-1
3,1,-3,8,-9,1,-7,47,8.5,3,-3,4,-10,-8,7,57,60,-213,-2,9,-6,23,-7,54,1
18,6,5,-14,4,1,1,21,2.59999999999999,-1,1,2,8,7,1,13,6,31,0,-4,-1,13,0,17,-2
15,-1,4,15,10,0,-10,-46,0.599999999999994,9,-9,-2,-56,-6,-8,10,8,289,8,6,6,-26,7,-36,10
20,4,2,0,-4,1,-8,-18,3,-4,4,5,-45,1,3,27,30,292,-3,4,-6,-6,-3,-11,-6
27,4,-1,-10,-1,2,4,13,0,2,-2,0,0,-4,7,13,6,610,-12,7,0,28,-6,1,-4
22,3,3,-10,0,3,20,41,3.5,-12,12,1,38,15,0,3,-2,357,-8,-12,-3,30,1,24,1
42,-6,-1,-9,7,3,35,12,-4.5,-5,5,3,-7,5,-1,19,-3,816,8,1,8,21,2,-23,-2
20,-6,-8,-5,-1,4,-16,-8,3.89999999999999,4,-4,1,-38,22,2,30,43,391,-21,-19,7,3,-1,10,5
32,-2,2,-4,11,-6,-8,9,-2.09999999999999,9,-9,0,-5,8,7,14,14,261,-15,-4,9,28,-4,27,-3
3,2,2,-4,-3,1,0,40,5.7,-3,3,0,20,9,2,20,24,218,12,-10,-5,33,-2,44,-3
43,4,9,0,13,8,25,34,-0.0999999999999943,-1,1,5,18,22,-4,16,-4,897,3,-11,4,52,3,9,8
30,3,-1,-10,5,4,9,47,7.2,0,0,0,-9,15,8,56,43,402,11,-10,6,33,-8,40,6
23,0,7,8,5,-4,5,-29,-1.5,10,-10,4,-38,-5,4,9,0,-70,-5,8,-2,-1,-5,-35,3
5,-1,6,-2,-5,-3,-2,23,-0.0999999999999943,0,0,-2,33,-10,-4,-10,-9,262,16,12,-11,6,4,32,-4
7,0,7,7,9,0,3,1,-8.8,8,-8,-2,-1,13,4,2,-5,-127,13,-13,2,3,-5,4,10
29,0,2,-2,12,-6,11,27,1.69999999999999,-6,6,-2,-1,5,-10,28,5,331,-11,-1,10,-7,10,8,-1
3,5,5,12,8,-1,7,5,-4,-4,4,2,-4,2,-3,9,11,158,-12,-1,3,-18,3,-12,8
4,5,5,-1,13,2,5,27,-1.7,2,-2,0,-6,1,-1,33,28,73,4,-2,8,-15,1,22,1
32,-1,5,18,11,1,31,60,5.2,2,-2,3,26,20,0,34,9,723,9,-14,6,44,-1,42,-1
41,3,-1,3,-2,2,6,31,9.8,-4,4,4,-12,13,13,43,31,586,1,-6,-1,19,-13,22,-4
31,0,2,4,-12,-1,11,42,4.40000000000001,3,-3,5,22,6,13,20,15,229,1,-2,-14,34,-13,50,-2
51,2,2,-6,-1,1,12,29,14.2,-7,7,4,3,16,7,26,10,638,-7,-11,-3,54,-7,30,5
63,-4,-6,-10,-5,4,15,69,11.7,-8,8,11,-1,-5,7,70,58,671,-3,15,1,39,-7,62,-3
26,-1,3,1,8,1,20,79,8.8,-7,7,6,39,6,-4,40,22,288,16,-1,5,10,4,66,6
51,-2,-2,10,7,4,20,38,6.8,8,-8,4,-5,12,6,43,28,859,3,-3,9,40,-6,24,0
4,3,-3,-3,-15,3,-5,-1,3,1,-1,1,-16,-4,8,15,28,206,16,5,-12,-15,-7,14,2
4,-4,-1,-13,0,0,-6,-1,6.8,-7,7,1,7,8,5,-8,-14,155,15,-8,1,10,-5,11,18
59,-2,2,-4,0,8,-9,56,12.1,-1,1,6,10,-3,4,46,49,827,-9,12,-2,39,-4,53,4
24,1,4,-6,3,-4,-5,47,6.2,-8,8,2,20,12,-7,27,5,162,6,-6,-1,-11,7,50,2
1,-9,-6,-2,-6,-3,-2,-43,-4.80000000000001,6,-6,-1,-39,12,8,-4,5,-93,2,-12,0,16,-8,-31,7
4,-1,7,13,12,-7,18,12,-10,-2,2,0,-10,-1,-8,22,-10,235,10,3,5,19,8,-16,-2
33,2,5,10,7,9,41,94,-1.3,5,-5,2,49,28,16,45,33,645,-6,-24,2,97,-15,70,1
12,10,6,6,-3,1,33,7,-6.2,-1,1,0,-2,42,13,9,-4,392,-11,-42,-9,38,-13,-10,10
28,5,0,13,5,4,10,91,7.3,8,-8,5,41,14,1,50,39,680,15,-8,5,52,-1,85,5
16,0,14,9,21,-6,12,33,4.8,2,-2,3,34,12,-10,-1,-12,389,-2,-8,7,8,9,24,3
11,4,2,5,8,-2,18,41,3.10000000000001,-3,3,0,4,9,-2,37,16,386,-9,-9,6,12,2,25,-3
38,-1,3,8,7,3,15,76,2.80000000000001,3,-3,7,21,8,5,55,28,542,14,-3,4,36,-4,65,-5
24,3,3,-6,7,5,10,28,9.3,-1,1,2,10,-3,6,18,6,208,3,6,4,29,-6,26,-3
35,-5,4,3,3,7,25,65,2.7,1,-1,4,58,11,6,7,0,466,-1,-4,-1,57,-5,45,-7
36,-1,12,-6,15,-2,10,59,4.3,-2,2,2,26,6,-1,33,-2,392,12,-4,3,54,0,45,8
14,0,-1,-15,-7,-4,-8,86,18,-5,5,-1,58,11,1,28,42,362,-7,-9,-6,33,0,108,1
15,-3,3,-12,-10,11,1,-15,6.59999999999999,1,-1,5,-21,-5,6,6,22,158,11,8,-13,3,-6,-7,-7
26,12,-8,5,-16,-4,-13,-32,0.5,6,-6,1,9,2,12,-41,-38,375,2,2,-8,47,-12,-24,2
64,6,-1,-6,6,13,28,93,7.40000000000001,-5,5,5,19,16,10,74,46,976,6,-4,7,42,-8,73,0
5,-5,-4,-4,4,-3,-23,1,1.8,-1,1,0,-21,-13,-2,22,29,25,-16,12,8,0,2,10,-7
16,-4,-3,-4,-2,-12,7,51,7.09999999999999,4,-4,-1,36,0,7,15,-14,421,-19,5,1,26,-7,42,-3
36,-1,2,3,9,4,30,80,3.7,-2,2,5,28,9,7,52,27,468,11,-4,7,38,-7,56,0
32,-3,-2,-3,-3,0,-8,-33,4.39999999999999,3,-3,2,-32,4,7,-1,2,159,-6,1,-1,25,-5,-23,2
15,-2,6,-13,3,-1,-6,-82,-1.59999999999999,-4,4,-3,-85,-3,-4,3,-4,-61,13,6,-3,-8,4,-79,0
19,-6,7,-6,0,-3,-1,-11,-2.09999999999999,-3,3,4,-40,-5,1,29,38,-15,15,6,-7,36,1,-11,-1
44,7,4,13,-3,-3,-5,-34,-1.10000000000001,9,-9,9,-38,23,-5,4,10,682,13,-16,-7,7,5,-19,8
6,-4,5,1,3,5,8,-50,-2,2,-2,0,-50,-3,1,0,7,-282,15,4,-2,-11,-2,-54,0
30,3,-2,-7,4,-1,0,-14,6.7,-5,5,3,-4,16,-4,-10,-21,574,24,-9,6,59,5,-11,-9
16,1,10,-4,12,-7,-3,6,-1.3,6,-6,-1,-17,9,1,23,21,250,-19,-9,2,6,-1,6,-6
1,1,-7,-4,-3,-2,11,-3,0.0999999999999943,-4,4,-2,15,2,-3,-18,-26,350,0,-3,4,1,3,-13,-1
6,1,7,14,12,1,-5,-32,-6.90000000000001,5,-5,-1,-19,-14,-6,-13,-10,-305,4,12,5,13,6,-33,1
40,0,1,1,3,-6,16,65,11.9,6,-6,6,21,18,15,44,20,805,1,-13,2,69,-15,65,7
